customer_id,engagement_score,treated,revenue_post,company_size,region
732,36.56,0,49.41,Small,Northeast
733,60.02,1,73.72,Medium,Northeast
734,56.26,1,60.85,Small,Midwest
735,62.25,1,69.89,Medium,South
736,25.46,0,32.33,Medium,South
737,25.0,0,43.26,Large,Northeast
738,54.26,1,56.78,Enterprise,West
739,52.9,1,63.41,Large,South
740,25.58,0,48.54,Small,Northeast
741,45.81,0,49.91,Large,Midwest
742,58.02,1,65.71,Large,South
743,52.52,1,58.48,Small,South
744,31.19,0,45.83,Medium,West
745,75.67,1,73.89,Medium,West
746,22.06,0,36.01,Medium,South
747,36.35,0,43.18,Large,Midwest
748,24.05,0,46.36,Medium,South
749,37.0,0,45.11,Small,Midwest
750,61.12,1,70.96,Large,Midwest
751,21.43,0,31.84,Large,Midwest
752,22.33,0,45.84,Medium,Northeast
753,32.35,0,46.22,Medium,Northeast
754,21.66,0,40.36,Large,Midwest
755,43.4,0,52.44,Small,South
756,33.81,0,39.67,Medium,West
757,39.33,0,55.27,Enterprise,Northeast
758,70.23,1,66.96,Large,West
759,45.93,0,48.79,Small,Northeast
760,20.9,0,51.27,Enterprise,Northeast
761,52.81,1,58.66,Small,West
762,26.56,0,38.96,Medium,South
763,23.56,0,45.84,Large,South
764,39.64,0,51.14,Small,Midwest
765,36.33,0,53.21,Small,South
766,26.7,0,43.77,Medium,West
767,37.91,0,53.73,Small,West
768,49.04,0,64.78,Medium,Midwest
769,35.07,0,43.74,Large,South
770,21.94,0,38.67,Large,Northeast
771,73.56,1,62.76,Enterprise,West
772,59.08,1,65.44,Enterprise,Northeast
773,62.4,1,65.83,Enterprise,Northeast
774,44.49,0,58.56,Medium,Midwest
775,54.4,1,61.06,Small,West
776,62.18,1,64.67,Large,South
777,41.4,0,51.68,Enterprise,Midwest
778,69.88,1,67.77,Large,West
779,66.34,1,69.01,Large,South
780,37.23,0,49.74,Large,Northeast
781,39.97,0,52.68,Medium,Northeast
782,31.04,0,44.38,Medium,South
783,50.16,1,61.83,Small,West
784,68.68,1,71.43,Large,South
785,53.84,1,59.29,Medium,Midwest
786,41.28,0,50.23,Small,Midwest
787,44.61,0,51.43,Small,South
788,61.56,1,58.64,Medium,Northeast
789,50.86,1,57.0,Medium,Northeast
790,53.16,1,64.38,Large,Northeast
791,56.58,1,66.52,Enterprise,South
792,64.31,1,67.85,Medium,Northeast
793,57.54,1,57.7,Medium,Northeast
794,61.06,1,69.42,Small,Midwest
795,59.97,1,73.24,Medium,South
796,75.59,1,74.76,Large,South
797,64.19,1,66.08,Large,Northeast
798,52.79,1,56.08,Small,Northeast
799,73.88,1,70.87,Medium,Midwest
800,74.02,1,68.54,Large,South
801,41.09,0,49.55,Small,Midwest
802,68.32,1,74.61,Enterprise,South
803,78.95,1,77.89,Small,Northeast
804,32.41,0,44.49,Medium,West
805,43.82,0,52.35,Medium,Northeast
806,44.93,0,52.44,Small,South
807,56.63,1,60.15,Small,Midwest
808,77.76,1,66.16,Small,Midwest
809,38.34,0,53.31,Small,South
810,65.22,1,72.52,Medium,West
811,66.71,1,64.32,Small,South
812,61.77,1,61.62,Small,West
813,55.3,1,66.19,Medium,Northeast
814,54.3,1,57.82,Medium,South
815,36.92,0,41.53,Large,Northeast
816,28.24,0,41.9,Medium,Midwest
817,40.04,0,56.8,Enterprise,South
818,33.78,0,44.27,Small,Midwest
819,59.16,1,60.34,Large,Midwest
820,71.19,1,67.24,Medium,South
821,29.52,0,39.01,Enterprise,Midwest
822,59.57,1,57.2,Small,Midwest
823,27.31,0,42.34,Enterprise,West
824,42.81,0,44.39,Enterprise,Northeast
825,30.39,0,43.2,Small,South
826,37.97,0,50.3,Medium,West
827,71.51,1,71.64,Small,South
828,45.18,0,51.89,Small,Midwest
829,26.52,0,37.27,Medium,South
830,31.94,0,43.91,Medium,West
831,70.62,1,71.04,Medium,Midwest
832,44.61,0,55.41,Medium,West
833,76.16,1,70.71,Medium,Midwest
834,53.67,1,57.32,Small,South
835,50.42,1,59.63,Small,South
836,47.37,0,51.92,Medium,West
837,66.41,1,62.11,Small,Midwest
838,70.14,1,70.61,Large,Northeast
839,27.62,0,43.9,Large,South
840,44.5,0,46.71,Enterprise,Midwest
841,36.97,0,45.33,Medium,Northeast
842,73.96,1,70.03,Small,Midwest
843,64.08,1,58.42,Small,West
844,37.54,0,45.14,Medium,South
845,44.5,0,55.41,Enterprise,Northeast
846,45.15,0,50.13,Medium,West
847,75.91,1,67.96,Enterprise,South
848,48.42,0,59.62,Enterprise,West
849,21.11,0,42.3,Medium,Northeast
850,63.81,1,69.38,Medium,Northeast
851,25.79,0,38.97,Small,Northeast
852,57.84,1,61.5,Large,South
853,50.81,1,59.35,Medium,West
854,65.76,1,68.02,Small,Midwest
855,53.01,1,71.93,Enterprise,Northeast
856,30.51,0,45.68,Large,Northeast
857,73.64,1,76.24,Enterprise,Midwest
858,74.2,1,82.54,Small,Northeast
859,45.24,0,61.2,Large,Northeast
860,56.57,1,63.07,Large,Midwest
861,53.15,1,66.31,Small,Northeast
862,52.05,1,60.66,Small,South
863,25.41,0,42.51,Small,South
864,49.64,0,59.02,Small,South
865,33.51,0,51.17,Large,South
866,67.87,1,70.47,Enterprise,South
867,70.93,1,68.63,Enterprise,Northeast
868,21.12,0,38.15,Small,West
869,64.2,1,60.07,Large,South
870,26.89,0,44.26,Small,Midwest
871,20.59,0,41.48,Small,South
872,20.82,0,44.56,Large,South
873,47.96,0,46.68,Enterprise,South
874,68.85,1,68.94,Enterprise,Midwest
875,38.68,0,48.33,Medium,Northeast
876,75.48,1,71.45,Large,Northeast
877,45.27,0,58.86,Medium,West
878,31.32,0,52.07,Large,South
879,47.54,0,58.85,Small,West
880,57.62,1,63.28,Small,Northeast
881,50.34,1,58.22,Enterprise,West
882,46.44,0,59.24,Medium,Midwest
883,31.31,0,54.2,Enterprise,Northeast
884,61.96,1,72.97,Small,Northeast
885,41.02,0,52.96,Large,West
886,78.23,1,73.32,Enterprise,South
887,44.04,0,55.48,Small,Northeast
888,33.29,0,50.42,Medium,Northeast
889,71.58,1,67.79,Large,South
890,32.52,0,45.3,Small,South
891,30.09,0,60.28,Medium,South
892,63.11,1,63.55,Small,West
893,37.89,0,53.2,Small,Northeast
894,45.04,0,49.95,Small,Midwest
895,47.06,0,52.91,Small,West
896,67.01,1,62.9,Small,Northeast
897,54.46,1,56.63,Enterprise,West
898,64.48,1,69.33,Small,South
899,79.25,1,76.12,Small,South
900,62.66,1,74.53,Large,Northeast
901,36.73,0,48.5,Large,South
902,66.02,1,67.79,Medium,Northeast
903,71.0,1,69.28,Medium,Northeast
904,45.85,0,48.06,Medium,Northeast
905,59.57,1,66.73,Enterprise,West
906,49.42,0,53.87,Enterprise,West
907,27.65,0,36.65,Small,Midwest
908,63.73,1,71.4,Medium,South
909,46.62,0,50.44,Large,West
910,40.78,0,52.05,Large,West
911,48.06,0,55.86,Small,West
912,54.92,1,62.51,Enterprise,Midwest
913,65.41,1,61.68,Large,South
914,74.52,1,78.24,Medium,West
915,61.06,1,60.88,Medium,South
916,79.66,1,61.55,Medium,Midwest
917,29.45,0,48.97,Large,Northeast
918,29.26,0,48.71,Medium,Northeast
919,67.43,1,61.74,Large,West
920,58.01,1,62.98,Enterprise,Midwest
921,71.73,1,75.26,Large,Midwest
922,60.74,1,71.43,Small,Northeast
923,20.76,0,43.44,Medium,South
924,60.36,1,68.32,Small,South
925,32.7,0,49.93,Small,West
926,46.82,0,52.72,Large,South
927,61.49,1,59.3,Medium,South
928,59.38,1,62.38,Small,Northeast
929,42.95,0,57.1,Large,South
930,62.78,1,70.97,Small,South
931,76.65,1,73.34,Enterprise,West
932,33.85,0,45.26,Large,West
933,27.17,0,52.26,Small,South
934,28.1,0,44.67,Enterprise,South
935,47.46,0,56.92,Small,West
936,37.89,0,42.91,Small,South
937,48.05,0,53.74,Medium,Midwest
938,25.06,0,47.96,Small,Northeast
939,34.82,0,40.56,Large,South
940,40.83,0,50.22,Enterprise,Northeast
941,76.03,1,74.06,Large,Northeast
942,37.82,0,56.05,Medium,Northeast
943,22.89,0,46.33,Small,South
944,38.66,0,57.8,Medium,South
945,76.21,1,76.27,Small,West
946,45.63,0,57.27,Enterprise,South
947,69.11,1,63.78,Small,Northeast
948,36.04,0,43.1,Small,South
949,28.15,0,52.48,Large,Northeast
950,49.8,0,52.63,Large,Northeast
951,62.11,1,62.34,Enterprise,Northeast
952,70.71,1,57.82,Enterprise,West
953,34.46,0,52.53,Medium,South
954,79.2,1,68.0,Enterprise,Northeast
955,49.35,0,50.58,Enterprise,South
956,50.14,1,64.54,Enterprise,Northeast
957,71.51,1,58.71,Enterprise,Midwest
958,44.44,0,59.01,Medium,West
959,65.44,1,62.58,Small,Northeast
960,54.06,1,60.3,Enterprise,South
961,28.12,0,40.18,Medium,Midwest
962,21.98,0,34.34,Enterprise,Midwest
963,76.05,1,68.23,Medium,West
964,71.99,1,65.86,Medium,Midwest
965,79.01,1,67.35,Large,Northeast
966,60.45,1,71.94,Medium,West
967,58.74,1,58.52,Small,Northeast
968,32.51,0,36.82,Large,Northeast
969,58.54,1,52.95,Small,West
970,49.3,0,56.83,Large,Midwest
971,42.64,0,42.65,Enterprise,South
972,60.95,1,63.58,Medium,South
973,25.1,0,52.4,Large,Northeast
974,50.23,1,60.03,Small,Midwest
975,65.49,1,68.36,Large,West
976,69.8,1,66.25,Medium,Midwest
977,49.4,0,54.63,Small,West
978,41.16,0,49.5,Enterprise,Midwest
979,54.34,1,62.71,Medium,Northeast
980,27.69,0,52.13,Large,South
981,25.49,0,40.61,Medium,Northeast
982,69.15,1,64.63,Enterprise,Northeast
983,27.59,0,43.42,Large,Northeast
984,45.04,0,57.32,Large,West
985,44.7,0,50.66,Small,Northeast
986,78.98,1,74.82,Large,South
987,62.31,1,67.71,Medium,West
988,65.99,1,77.76,Large,Midwest
989,60.19,1,68.71,Enterprise,Northeast
990,36.35,0,43.81,Large,South
991,41.67,0,39.88,Medium,West
992,30.99,0,46.25,Enterprise,South
993,52.53,1,56.74,Large,Northeast
994,24.67,0,39.91,Large,Midwest
995,74.23,1,66.14,Enterprise,South
996,31.79,0,43.37,Small,South
997,32.81,0,43.78,Medium,Northeast
998,49.07,0,53.96,Small,West
999,39.19,0,46.23,Large,West
1000,29.99,0,41.41,Medium,South
1001,79.14,1,76.22,Large,South
1002,36.78,0,48.38,Small,Northeast
1003,64.37,1,66.21,Large,Midwest
1004,63.56,1,65.54,Small,Northeast
1005,34.67,0,42.86,Medium,Midwest
1006,36.66,0,55.51,Medium,West
1007,52.08,1,70.2,Large,Northeast
1008,71.66,1,76.02,Medium,Northeast
1009,64.37,1,57.36,Large,Northeast
1010,38.18,0,45.78,Small,South
1011,22.59,0,44.84,Large,West
1012,56.44,1,58.47,Medium,Northeast
1013,48.54,0,50.77,Small,Midwest
1014,40.63,0,43.46,Enterprise,South
1015,58.77,1,61.57,Enterprise,South
1016,77.1,1,68.44,Small,Northeast
1017,74.21,1,59.15,Small,West
1018,59.94,1,69.73,Large,West
1019,77.56,1,74.86,Enterprise,Northeast
1020,43.74,0,45.19,Medium,Midwest
1021,26.06,0,47.37,Large,South
1022,47.14,0,54.2,Small,Northeast
1023,59.62,1,69.61,Small,South
1024,68.09,1,71.71,Small,Northeast
1025,76.28,1,68.26,Large,West
1026,51.03,1,62.86,Medium,South
1027,42.38,0,54.75,Large,West
1028,36.9,0,53.73,Small,West
1029,56.41,1,67.19,Small,South
1030,61.57,1,75.17,Medium,Midwest
1031,57.94,1,67.73,Medium,West
1032,31.71,0,41.93,Medium,Northeast
1033,46.77,0,54.27,Large,Northeast
1034,24.46,0,36.98,Medium,South
1035,51.22,1,65.66,Enterprise,South
1036,32.85,0,42.14,Large,West
1037,73.35,1,81.83,Medium,South
1038,68.49,1,66.78,Enterprise,South
1039,63.89,1,65.72,Medium,South
1040,26.74,0,41.05,Medium,South
1041,46.81,0,49.82,Large,West
1042,30.81,0,42.75,Enterprise,Midwest
1043,22.63,0,42.47,Small,West
1044,44.15,0,52.16,Small,Northeast
1045,38.82,0,47.28,Large,West
1046,75.09,1,73.08,Medium,West
1047,75.56,1,69.07,Enterprise,West
1048,76.09,1,72.02,Medium,West
1049,20.86,0,49.26,Enterprise,Midwest
1050,51.13,1,56.7,Small,Midwest
1051,21.09,0,39.03,Enterprise,Northeast
1052,56.27,1,56.36,Large,South
1053,50.51,1,57.56,Enterprise,West
1054,45.82,0,54.78,Small,South
1055,23.16,0,38.94,Medium,Midwest
1056,26.29,0,37.48,Small,Midwest
1057,38.78,0,51.2,Large,Midwest
1058,34.52,0,49.6,Small,South
1059,30.73,0,48.43,Medium,West
1060,71.08,1,63.34,Small,Northeast
1061,21.71,0,47.71,Large,West
1062,33.07,0,44.1,Large,Northeast
1063,75.02,1,66.47,Small,West
1064,72.3,1,75.27,Large,West
1065,41.31,0,57.33,Small,West
1066,68.26,1,66.56,Enterprise,Northeast
1067,29.13,0,40.4,Enterprise,West
1068,58.43,1,65.42,Small,South
1069,72.99,1,63.83,Medium,Northeast
1070,48.32,0,66.92,Medium,Northeast
1071,30.01,0,39.85,Large,Midwest
1072,54.73,1,63.14,Enterprise,West
1073,64.89,1,65.64,Medium,Midwest
1074,71.94,1,65.37,Medium,South
1075,42.75,0,46.7,Small,South
1076,37.04,0,54.16,Medium,Northeast
1077,61.13,1,66.4,Enterprise,Northeast
1078,34.99,0,44.02,Enterprise,West
1079,34.57,0,44.48,Medium,Northeast
1080,30.94,0,41.4,Small,Midwest
1081,42.05,0,55.43,Medium,South
1082,46.36,0,57.79,Medium,Northeast
1083,63.49,1,68.38,Large,South
1084,26.46,0,44.5,Large,Northeast
1085,45.56,0,55.91,Large,Midwest
1086,59.47,1,55.49,Medium,Midwest
1087,52.7,1,61.72,Large,West
1088,67.28,1,72.98,Large,South
1089,73.54,1,71.92,Large,Northeast
1090,32.76,0,46.65,Large,South
1091,74.52,1,68.08,Enterprise,West
1092,73.12,1,67.71,Small,Midwest
1093,41.83,0,48.3,Small,West
1094,68.8,1,69.51,Small,Northeast
1095,50.91,1,57.03,Large,Midwest
1096,68.65,1,59.21,Medium,Midwest
1097,64.88,1,70.43,Medium,Northeast
1098,77.74,1,75.48,Small,Northeast
1099,33.27,0,48.41,Enterprise,South
1100,64.16,1,61.4,Medium,South
1101,20.83,0,37.96,Small,South
1102,75.3,1,74.25,Medium,Midwest
1103,31.93,0,46.1,Medium,Northeast
1104,42.41,0,47.71,Enterprise,Midwest
1105,70.58,1,75.79,Enterprise,South
1106,48.66,0,50.09,Large,Northeast
1107,59.83,1,48.99,Medium,Midwest
1108,41.69,0,51.28,Enterprise,South
1109,53.32,1,61.31,Small,Northeast
1110,70.73,1,69.65,Large,Midwest
1111,73.55,1,72.78,Medium,South
1112,47.38,0,50.9,Medium,South
1113,63.21,1,70.74,Small,South
1114,48.03,0,47.19,Small,South
1115,76.38,1,72.08,Large,Midwest
1116,63.65,1,62.7,Large,South
1117,45.88,0,57.97,Enterprise,South
1118,49.89,0,50.97,Large,Midwest
1119,30.99,0,45.85,Small,West
1120,76.46,1,72.66,Small,Northeast
1121,35.3,0,48.63,Large,Midwest
1122,30.88,0,41.79,Small,Northeast
1123,47.13,0,55.39,Small,South
1124,63.57,1,65.93,Medium,West
1125,60.96,1,66.2,Large,South
1126,35.27,0,55.51,Large,Northeast
1127,35.9,0,48.53,Small,South
1128,34.14,0,42.09,Enterprise,South
1129,56.19,1,71.9,Enterprise,West
1130,77.43,1,77.61,Large,West
1131,73.36,1,73.95,Small,South
1132,50.27,1,58.22,Large,West
1133,42.67,0,55.03,Medium,South
1134,43.74,0,41.59,Small,South
1135,68.37,1,75.92,Large,Northeast
1136,59.04,1,68.0,Enterprise,West
1137,22.48,0,40.35,Medium,Midwest
1138,24.54,0,46.62,Small,West
1139,48.88,0,57.53,Small,West
1140,51.94,1,54.92,Medium,South
1141,77.64,1,73.71,Large,West
1142,28.46,0,46.11,Small,South
1143,68.46,1,67.56,Small,West
1144,73.73,1,69.77,Enterprise,Northeast
1145,42.66,0,55.84,Enterprise,South
1146,29.71,0,45.73,Enterprise,West
1147,34.78,0,56.78,Small,Northeast
1148,59.77,1,60.62,Enterprise,West
1149,24.19,0,44.14,Medium,Northeast
1150,73.14,1,65.97,Medium,Midwest
1151,65.4,1,70.09,Medium,Midwest
1152,67.67,1,62.26,Enterprise,Northeast
1153,64.42,1,67.65,Small,West
1154,27.72,0,49.76,Enterprise,Northeast
1155,63.85,1,66.19,Enterprise,West
1156,55.95,1,57.02,Enterprise,West
1157,23.06,0,46.25,Medium,Midwest
1158,37.08,0,50.34,Medium,West
1159,45.39,0,52.27,Small,Midwest
1160,52.57,1,55.45,Medium,West
1161,30.83,0,37.36,Small,West
1162,51.63,1,71.07,Large,Midwest
1163,77.46,1,69.86,Enterprise,West
1164,41.28,0,45.67,Enterprise,South
1165,29.09,0,46.12,Medium,South
1166,48.12,0,48.97,Medium,West
1167,47.03,0,56.01,Medium,Midwest
1168,75.03,1,78.27,Enterprise,Northeast
1169,47.74,0,48.58,Small,South
1170,34.6,0,45.81,Medium,Midwest
1171,33.47,0,48.89,Small,Northeast
1172,22.07,0,34.95,Large,South
1173,64.48,1,61.69,Medium,Northeast
1174,36.07,0,47.45,Enterprise,Northeast
1175,67.28,1,77.44,Enterprise,West
1176,53.02,1,56.25,Enterprise,South
1177,62.7,1,63.94,Medium,West
1178,32.19,0,58.49,Enterprise,South
1179,29.3,0,48.63,Medium,West
1180,45.09,0,44.07,Medium,Midwest
1181,41.41,0,49.54,Medium,South
1182,50.37,1,62.11,Large,Northeast
1183,64.9,1,73.68,Small,West
1184,74.53,1,78.23,Medium,Midwest
1185,55.66,1,64.63,Enterprise,Northeast
1186,33.55,0,50.36,Small,West
1187,37.72,0,42.37,Small,South
1188,74.34,1,67.71,Enterprise,Northeast
1189,32.58,0,39.8,Large,South
1190,25.7,0,48.0,Small,West
1191,75.27,1,73.52,Medium,South
1192,21.6,0,41.33,Medium,West
1193,64.93,1,74.18,Small,South
1194,28.74,0,47.06,Small,Northeast
1195,59.98,1,69.68,Small,Northeast
1196,31.19,0,49.37,Large,West
1197,73.83,1,75.18,Medium,Northeast
1198,22.99,0,36.28,Medium,West
1199,38.27,0,54.01,Small,South
1200,66.98,1,69.86,Small,West
1201,54.04,1,58.98,Medium,Northeast
1202,45.31,0,56.08,Large,South
1203,46.13,0,59.5,Enterprise,Northeast
1204,50.14,1,58.58,Small,South
1205,79.69,1,70.1,Small,West
1206,60.42,1,60.69,Large,Northeast
1207,49.22,0,47.64,Medium,West
1208,39.31,0,48.81,Medium,Midwest
1209,50.23,1,62.07,Large,Midwest
1210,75.36,1,80.35,Medium,South
1211,33.14,0,42.54,Medium,West
1212,40.73,0,52.16,Medium,West
1213,23.9,0,42.06,Medium,West
1214,57.75,1,62.83,Small,Northeast
1215,66.02,1,59.36,Small,South
1216,57.92,1,57.91,Large,West
1217,68.71,1,77.43,Small,Midwest
1218,66.24,1,72.17,Small,South
1219,78.35,1,74.59,Medium,South
1220,47.15,0,55.88,Medium,South
1221,25.04,0,46.24,Small,Midwest
1222,52.12,1,57.82,Enterprise,South
1223,66.26,1,65.09,Small,South
1224,44.42,0,49.13,Enterprise,South
1225,46.95,0,54.32,Enterprise,South
1226,64.24,1,60.37,Small,Northeast
1227,21.01,0,37.19,Small,Northeast
1228,59.44,1,66.25,Small,Midwest
1229,62.43,1,63.45,Enterprise,West
1230,78.24,1,64.37,Enterprise,Northeast
1231,63.8,1,64.0,Medium,West
1232,27.85,0,46.65,Enterprise,Midwest
1233,49.9,0,55.53,Large,West
1234,44.36,0,43.73,Medium,South
1235,44.06,0,57.19,Enterprise,Midwest
1236,67.11,1,66.32,Medium,South
1237,54.87,1,63.13,Medium,West
1238,63.85,1,71.15,Large,Northeast
1239,64.75,1,65.75,Large,Northeast
1240,61.3,1,55.1,Medium,West
1241,65.47,1,75.51,Medium,Northeast
1242,33.11,0,35.52,Small,West
1243,25.92,0,41.3,Small,Northeast
1244,29.68,0,51.32,Medium,Northeast
1245,68.53,1,64.78,Medium,South
1246,77.36,1,69.49,Small,Midwest
1247,76.21,1,71.02,Small,Midwest
1248,20.77,0,39.48,Small,West
1249,79.7,1,69.55,Enterprise,Midwest
1250,73.19,1,67.42,Large,Midwest
1251,31.93,0,51.34,Small,Midwest
1252,53.44,1,58.07,Large,South
1253,79.08,1,76.05,Medium,Midwest
1254,48.26,0,49.57,Medium,West
1255,77.21,1,79.53,Large,West
1256,52.63,1,65.0,Medium,Northeast
1257,40.66,0,49.88,Small,South
1258,29.63,0,48.02,Large,Midwest
1259,26.24,0,50.73,Small,Midwest
1260,62.4,1,60.19,Enterprise,South
1261,39.65,0,44.55,Enterprise,West
1262,44.46,0,54.1,Medium,South
1263,76.23,1,65.65,Large,South
1264,31.99,0,38.23,Enterprise,West
1265,42.4,0,43.18,Enterprise,Midwest
1266,74.57,1,72.03,Small,West
1267,76.44,1,62.04,Small,Northeast
1268,68.17,1,66.07,Medium,Northeast
1269,42.99,0,34.34,Medium,West
1270,27.53,0,45.95,Medium,South
1271,67.36,1,70.21,Small,Northeast
1272,70.34,1,68.11,Medium,Midwest
1273,62.89,1,71.35,Small,West
1274,40.24,0,54.1,Medium,West
1275,59.15,1,59.62,Small,West
1276,62.14,1,60.68,Medium,Northeast
1277,73.25,1,75.04,Medium,West
1278,28.35,0,47.6,Medium,Northeast
1279,35.83,0,46.57,Small,South
1280,44.22,0,43.31,Medium,Northeast
1281,68.7,1,73.0,Small,South
1282,73.62,1,71.14,Small,Northeast
1283,36.7,0,48.06,Large,West
1284,50.25,1,44.93,Large,West
1285,56.46,1,64.9,Medium,Northeast
1286,29.93,0,44.66,Enterprise,Northeast
1287,67.54,1,65.07,Large,Northeast
1288,48.25,0,49.94,Enterprise,Midwest
1289,73.68,1,71.39,Medium,West
1290,52.9,1,62.79,Medium,Midwest
1291,69.98,1,67.08,Large,South
1292,22.95,0,44.27,Medium,West
1293,46.33,0,47.4,Large,South
1294,45.15,0,49.31,Medium,West
1295,31.64,0,49.25,Small,South
1296,53.7,1,58.83,Large,Midwest
1297,65.03,1,75.1,Medium,South
1298,49.6,0,56.18,Large,Northeast
1299,69.92,1,63.12,Medium,Midwest
1300,37.58,0,40.94,Medium,South
1301,37.9,0,52.87,Large,Midwest
1302,30.01,0,41.97,Medium,Midwest
1303,67.05,1,72.11,Small,South
1304,28.88,0,41.74,Small,Northeast
1305,28.99,0,45.7,Small,West
1306,20.42,0,38.53,Medium,Northeast
1307,43.3,0,52.93,Medium,Northeast
1308,46.21,0,56.75,Small,South
1309,47.07,0,53.63,Small,Northeast
1310,65.97,1,70.29,Large,South
1311,44.88,0,43.95,Small,West
1312,20.26,0,42.21,Medium,West
1313,56.57,1,62.4,Medium,South
1314,30.27,0,43.83,Medium,Northeast
1315,21.5,0,28.8,Small,West
1316,66.64,1,58.98,Large,West
1317,34.75,0,48.51,Small,Northeast
1318,65.32,1,68.43,Large,Midwest
1319,58.5,1,65.3,Medium,West
1320,73.0,1,70.46,Medium,West
1321,41.49,0,44.75,Medium,South
1322,59.0,1,58.36,Enterprise,Midwest
1323,54.09,1,50.5,Medium,Midwest
1324,66.97,1,68.11,Small,Midwest
1325,39.76,0,59.41,Medium,West
1326,55.97,1,61.53,Medium,South
1327,52.45,1,56.43,Small,Northeast
1328,22.62,0,41.44,Enterprise,Midwest
1329,22.04,0,40.34,Small,West
1330,74.18,1,62.41,Enterprise,West
1331,58.45,1,64.49,Medium,Northeast
1332,56.79,1,61.85,Medium,West
1333,64.59,1,65.44,Large,Northeast
1334,20.94,0,50.41,Small,West
1335,33.92,0,46.46,Medium,Midwest
1336,59.01,1,72.62,Small,Northeast
1337,63.1,1,61.42,Small,Northeast
1338,57.78,1,55.34,Large,South
1339,44.66,0,48.28,Small,Northeast
1340,55.33,1,67.53,Medium,Northeast
1341,61.99,1,61.2,Medium,West
1342,44.38,0,45.06,Enterprise,Northeast
1343,53.84,1,62.62,Enterprise,West
1344,24.74,0,40.45,Small,South
1345,30.17,0,47.96,Large,Midwest
1346,66.35,1,63.82,Small,Midwest
1347,42.8,0,46.78,Medium,South
1348,66.68,1,75.64,Large,South
1349,60.46,1,60.07,Small,West
1350,41.76,0,46.7,Large,Northeast
1351,66.25,1,69.43,Small,South
1352,27.58,0,29.86,Enterprise,West
1353,29.64,0,48.48,Medium,South
1354,44.55,0,61.22,Small,Northeast
1355,59.35,1,68.0,Small,Northeast
1356,37.87,0,43.73,Large,Midwest
1357,39.39,0,46.08,Large,West
1358,71.7,1,70.17,Large,Northeast
1359,73.99,1,72.82,Medium,South
1360,74.75,1,79.45,Medium,Northeast
1361,21.32,0,48.5,Large,West
1362,67.9,1,66.88,Small,West
1363,65.71,1,64.2,Small,South
1364,35.49,0,43.84,Small,Northeast
1365,33.6,0,50.02,Large,Midwest
1366,22.09,0,46.45,Medium,Midwest
1367,69.32,1,69.0,Small,Midwest
1368,56.45,1,62.22,Enterprise,South
1369,20.95,0,51.04,Medium,Northeast
1370,33.52,0,50.16,Small,Northeast
1371,69.85,1,58.66,Medium,West
1372,56.13,1,61.89,Enterprise,South
1373,71.35,1,70.68,Large,South
1374,28.8,0,43.05,Medium,West
1375,77.16,1,78.89,Large,West
1376,32.45,0,44.57,Medium,West
1377,38.21,0,44.18,Large,Midwest
1378,75.57,1,68.23,Large,Midwest
1379,38.77,0,52.76,Medium,South
1380,55.71,1,55.08,Medium,Northeast
1381,40.65,0,47.86,Small,Midwest
1382,64.38,1,70.43,Large,South
1383,38.68,0,42.54,Small,South
1384,46.48,0,48.05,Medium,Midwest
1385,25.03,0,34.04,Enterprise,South
1386,75.26,1,67.15,Medium,Midwest
1387,74.36,1,68.57,Small,Northeast
1388,68.25,1,66.94,Small,West
1389,72.39,1,65.61,Enterprise,West
1390,56.16,1,60.17,Large,Midwest
1391,25.13,0,47.46,Large,South
1392,24.24,0,43.79,Medium,South
1393,67.16,1,78.25,Medium,West
1394,51.02,1,56.15,Medium,South
1395,36.62,0,46.06,Large,West
1396,22.25,0,41.89,Medium,South
1397,79.04,1,70.95,Medium,West
1398,25.8,0,42.77,Medium,South
1399,41.86,0,41.34,Large,Midwest
1400,60.81,1,62.55,Small,Northeast
1401,57.39,1,67.08,Medium,West
1402,27.58,0,53.31,Medium,Midwest
1403,57.23,1,69.86,Enterprise,Midwest
1404,40.18,0,50.72,Medium,Northeast
1405,30.24,0,47.52,Large,Midwest
1406,57.02,1,64.16,Medium,South
1407,74.03,1,68.24,Large,South
1408,65.09,1,61.75,Enterprise,South
1409,29.75,0,46.12,Small,South
1410,30.45,0,44.67,Small,West
1411,48.16,0,58.28,Large,South
1412,21.27,0,28.73,Large,West
1413,21.24,0,39.75,Medium,Northeast
1414,35.11,0,53.6,Medium,South
1415,26.4,0,46.08,Large,Midwest
1416,52.8,1,55.49,Large,West
1417,22.61,0,34.76,Medium,South
1418,34.61,0,47.08,Medium,Midwest
1419,23.49,0,45.67,Enterprise,West
1420,51.83,1,62.5,Medium,West
1421,41.16,0,51.16,Small,West
1422,24.98,0,45.7,Enterprise,South
1423,41.26,0,51.92,Large,West
1424,20.04,0,43.02,Medium,West
1425,69.53,1,73.45,Large,South
1426,41.82,0,48.69,Small,Midwest
1427,59.95,1,59.55,Medium,South
1428,62.53,1,68.91,Small,South
1429,53.29,1,58.09,Enterprise,South
1430,55.33,1,51.93,Small,Northeast
1431,45.72,0,60.0,Small,Midwest
1432,44.45,0,53.49,Small,West
1433,38.36,0,50.23,Medium,South
1434,24.27,0,41.21,Small,Northeast
1435,40.97,0,54.67,Medium,South
1436,47.75,0,47.46,Large,West
1437,28.02,0,44.03,Small,South
